DATE,NEW_DATE,DATE_STRING,AVG_WIND,PRECIP,SNOW_TOTAL,SNOW_DEPTH,MAX_TEMP,MIN_TEMP,FOG,THUNDER,ICE,HAIL,HAZE_SMOKE,BLW_SNOW,HIGH_WIND,DRIZZLE,RAIN,SNOW
2020-04-10,2020-04-10T00:00:00Z,10 April 2020,10.07,0.01,0,0,49,37,No,No,No,No,No,No,No,No,No,No
2020-04-11,2020-04-11T00:00:00Z,11 April 2020,8.95,0,0,0,56,38,No,No,No,No,No,No,No,No,No,No
2020-04-12,2020-04-12T00:00:00Z,12 April 2020,5.82,0,0,0,63,44,No,No,No,No,No,No,No,No,No,No
2020-04-13,2020-04-13T00:00:00Z,13 April 2020,7.83,1.92,0,0,67,53,Yes,No,No,No,No,No,No,No,No,No
2020-04-14,2020-04-14T00:00:00Z,14 April 2020,6.26,0,0,0,60,47,No,No,No,No,No,No,No,No,No,No
2020-04-15,2020-04-15T00:00:00Z,15 April 2020,6.26,0,0,0,54,42,No,No,No,No,No,No,No,No,No,No
2020-04-16,2020-04-16T00:00:00Z,16 April 2020,9.17,0,0,0,50,38,No,No,No,No,No,No,No,No,No,No
2020-04-17,2020-04-17T00:00:00Z,17 April 2020,5.37,0.07,0,0,51,36,Yes,No,No,No,No,No,No,No,No,No
2020-04-18,2020-04-18T00:00:00Z,18 April 2020,5.82,0.22,0,0,46,41,Yes,No,No,No,No,No,No,No,No,No
2020-04-19,2020-04-19T00:00:00Z,19 April 2020,7.38,0,0,0,63,40,No,No,No,No,No,No,No,No,No,No
2020-04-20,2020-04-20T00:00:00Z,20 April 2020,4.7,0,0,0,57,48,No,No,No,No,No,No,No,No,No,No
2020-04-21,2020-04-21T00:00:00Z,21 April 2020,7.16,0.18,0,0,61,39,Yes,Yes,No,No,No,No,No,No,No,No
2020-04-22,2020-04-22T00:00:00Z,22 April 2020,8.05,0,0,0,51,36,No,No,No,No,No,No,No,No,No,No
2020-04-23,2020-04-23T00:00:00Z,23 April 2020,3.8,0.13,0,0,52,40,Yes,No,No,No,No,No,No,No,No,No
2020-04-24,2020-04-24T00:00:00Z,24 April 2020,7.16,0.48,0,0,49,42,Yes,No,No,No,No,No,No,No,No,No
2020-04-25,2020-04-25T00:00:00Z,25 April 2020,3.36,0,0,0,65,44,No,No,No,No,No,No,No,No,No,No
2020-04-26,2020-04-26T00:00:00Z,26 April 2020,10.51,0.22,0,0,51,42,Yes,No,No,No,No,No,No,No,No,No
2020-04-27,2020-04-27T00:00:00Z,27 April 2020,7.38,0,0,0,50,39,Yes,No,No,No,No,No,No,No,No,No
2020-04-28,2020-04-28T00:00:00Z,28 April 2020,3.8,0,0,0,67,41,No,No,No,No,No,No,No,No,No,No
2020-04-29,2020-04-29T00:00:00Z,29 April 2020,6.71,0.01,0,0,59,47,No,No,No,No,No,No,No,No,No,No
2020-04-30,2020-04-30T00:00:00Z,30 April 2020,9.17,0.71,0,0,60,49,Yes,No,No,No,No,No,No,No,No,No
2020-05-01,2020-05-01T00:00:00Z,01 May 2020,3.8,0.21,0,0,66,53,Yes,No,No,No,No,No,No,No,No,No
2020-05-02,2020-05-02T00:00:00Z,02 May 2020,6.04,0,0,0,73,51,No,No,No,No,No,No,No,No,No,No
2020-05-03,2020-05-03T00:00:00Z,03 May 2020,5.59,0.04,0,0,80,54,Yes,No,No,No,No,No,No,No,No,No
2020-05-04,2020-05-04T00:00:00Z,04 May 2020,5.82,0,0,0,75,50,No,No,No,No,No,No,No,No,No,No
2020-05-05,2020-05-05T00:00:00Z,05 May 2020,6.71,0,0,0,63,46,No,No,No,No,No,No,No,No,No,No
2020-05-06,2020-05-06T00:00:00Z,06 May 2020,5.59,0.06,0,0,52,45,Yes,No,No,No,No,No,No,No,No,No
2020-05-07,2020-05-07T00:00:00Z,07 May 2020,6.04,0,0,0,67,46,No,No,No,No,No,No,No,No,No,No
2020-05-08,2020-05-08T00:00:00Z,08 May 2020,4.25,0.45,0,0,57,36,Yes,No,No,No,No,No,No,No,No,No
2020-05-09,2020-05-09T00:00:00Z,09 May 2020,8.95,0.03,0,0,48,34,Yes,No,No,No,No,No,No,No,No,No
2020-05-10,2020-05-10T00:00:00Z,10 May 2020,7.38,0,0,0,64,39,No,No,No,No,No,No,No,No,No,No
2020-05-11,2020-05-11T00:00:00Z,11 May 2020,5.82,0.05,0,0,61,44,Yes,No,No,No,No,No,No,No,No,No
2020-05-12,2020-05-12T00:00:00Z,12 May 2020,7.83,0,0,0,59,43,No,No,No,No,No,No,No,No,No,No
2020-05-13,2020-05-13T00:00:00Z,13 May 2020,5.37,0,0,0,64,41,No,No,No,No,No,No,No,No,No,No
2020-05-14,2020-05-14T00:00:00Z,14 May 2020,2.24,0,0,0,67,47,No,No,No,No,No,No,No,No,No,No
2020-05-15,2020-05-15T00:00:00Z,15 May 2020,4.92,0.07,0,0,84,60,Yes,No,No,No,Yes,No,No,No,No,No
2020-05-16,2020-05-16T00:00:00Z,16 May 2020,3.8,0.01,0,0,77,59,No,No,No,No,No,No,No,No,No,No
2020-05-17,2020-05-17T00:00:00Z,17 May 2020,3.13,0,0,0,69,55,No,No,No,No,No,No,No,No,No,No
2020-05-18,2020-05-18T00:00:00Z,18 May 2020,Unknown,0,0,0,70,54,No,No,No,No,No,No,No,No,No,No
2020-05-19,2020-05-19T00:00:00Z,19 May 2020,Unknown,0,0,0,68,53,No,No,No,No,No,No,No,No,No,No
2020-05-20,2020-05-20T00:00:00Z,20 May 2020,Unknown,0,0,0,66,49,No,No,No,No,No,No,No,No,No,No
2020-05-21,2020-05-21T00:00:00Z,21 May 2020,Unknown,0,0,0,68,46,No,No,No,No,No,No,No,No,No,No
2020-05-22,2020-05-22T00:00:00Z,22 May 2020,Unknown,0.03,0,0,77,54,Yes,No,No,No,No,No,No,No,No,No
2020-05-23,2020-05-23T00:00:00Z,23 May 2020,Unknown,0.65,0,0,67,55,Yes,Yes,No,No,No,No,No,No,No,No
2020-05-24,2020-05-24T00:00:00Z,24 May 2020,Unknown,0,0,0,67,52,No,No,No,No,No,No,No,No,No,No
2020-05-25,2020-05-25T00:00:00Z,25 May 2020,Unknown,0,0,0,71,55,Yes,No,No,No,No,No,No,No,No,No
2020-05-26,2020-05-26T00:00:00Z,26 May 2020,Unknown,0,0,0,78,58,Yes,No,No,No,Yes,No,No,No,No,No
2020-05-27,2020-05-27T00:00:00Z,27 May 2020,Unknown,0,0,0,79,60,No,No,No,No,Yes,No,No,No,No,No
2020-05-28,2020-05-28T00:00:00Z,28 May 2020,Unknown,0,0,0,76,64,Yes,No,No,No,No,No,No,No,No,No
2020-05-29,2020-05-29T00:00:00Z,29 May 2020,Unknown,0.03,0,0,81,67,Yes,Yes,No,No,No,No,No,No,No,No
2020-05-30,2020-05-30T00:00:00Z,30 May 2020,Unknown,0.02,0,0,81,67,No,No,No,No,No,No,No,No,No,No
2020-05-31,2020-05-31T00:00:00Z,31 May 2020,Unknown,0,0,0,70,56,No,No,No,No,No,No,No,No,No,No
2020-06-01,2020-06-01T00:00:00Z,01 June 2020,Unknown,0,0,0,70,51,No,No,No,No,No,No,No,No,No,No
2020-06-02,2020-06-02T00:00:00Z,02 June 2020,Unknown,0,0,0,72,59,No,No,No,No,No,No,No,No,No,No
2020-06-03,2020-06-03T00:00:00Z,03 June 2020,Unknown,0.45,0,0,79,60,Yes,Yes,No,No,No,No,No,No,No,No
2020-06-04,2020-06-04T00:00:00Z,04 June 2020,Unknown,0.16,0,0,84,66,Yes,No,No,No,No,No,No,No,No,No
2020-06-05,2020-06-05T00:00:00Z,05 June 2020,Unknown,0.26,0,0,79,69,Yes,Yes,No,No,No,No,No,No,No,No
2020-06-06,2020-06-06T00:00:00Z,06 June 2020,Unknown,0.06,0,0,86,70,Yes,Yes,No,No,No,No,No,No,No,No
2020-06-07,2020-06-07T00:00:00Z,07 June 2020,Unknown,0,0,0,76,63,No,No,No,No,No,No,No,No,No,No
2020-06-08,2020-06-08T00:00:00Z,08 June 2020,Unknown,0,0,0,79,59,No,No,No,No,No,No,No,No,No,No
2020-06-09,2020-06-09T00:00:00Z,09 June 2020,Unknown,0,0,0,87,65,No,No,No,No,No,No,No,No,No,No
2020-06-10,2020-06-10T00:00:00Z,10 June 2020,Unknown,0,0,0,85,70,No,No,No,No,No,No,No,No,No,No
2020-06-11,2020-06-11T00:00:00Z,11 June 2020,Unknown,0.05,0,0,84,70,Yes,No,No,No,No,No,No,No,No,No
2020-06-12,2020-06-12T00:00:00Z,12 June 2020,Unknown,0,0,0,85,69,No,No,No,No,No,No,No,No,No,No
2020-06-13,2020-06-13T00:00:00Z,13 June 2020,Unknown,0,0,0,75,59,No,No,No,No,No,No,No,No,No,No
2020-06-14,2020-06-14T00:00:00Z,14 June 2020,Unknown,0,0,0,74,54,No,No,No,No,No,No,No,No,No,No
2020-06-15,2020-06-15T00:00:00Z,15 June 2020,Unknown,0,0,0,75,59,No,No,No,No,No,No,No,No,No,No
2020-06-16,2020-06-16T00:00:00Z,16 June 2020,Unknown,0,0,0,78,60,No,No,No,No,No,No,No,No,No,No
2020-06-17,2020-06-17T00:00:00Z,17 June 2020,Unknown,0,0,0,78,60,No,No,No,No,No,No,No,No,No,No
2020-06-18,2020-06-18T00:00:00Z,18 June 2020,Unknown,0,0,0,77,65,Yes,No,No,No,No,No,No,No,No,No
2020-06-19,2020-06-19T00:00:00Z,19 June 2020,2.46,0,0,0,83,65,Yes,No,No,No,No,No,No,No,No,No
2020-06-20,2020-06-20T00:00:00Z,20 June 2020,1.79,0,0,0,86,70,No,No,No,No,No,No,No,No,No,No
2020-06-21,2020-06-21T00:00:00Z,21 June 2020,2.46,0,0,0,88,70,No,No,No,No,No,No,No,No,No,No
2020-06-22,2020-06-22T00:00:00Z,22 June 2020,2.91,0,0,0,90,72,No,No,No,No,No,No,No,No,No,No
2020-06-23,2020-06-23T00:00:00Z,23 June 2020,2.46,0,0,0,87,74,Yes,No,No,No,Yes,No,No,No,No,No
2020-06-24,2020-06-24T00:00:00Z,24 June 2020,4.25,0,0,0,86,74,No,No,No,No,No,No,No,No,No,No
2020-06-25,2020-06-25T00:00:00Z,25 June 2020,2.91,0,0,0,87,72,No,No,No,No,No,No,No,No,No,No
2020-06-26,2020-06-26T00:00:00Z,26 June 2020,3.58,0,0,0,87,69,No,No,No,No,No,No,No,No,No,No
2020-06-27,2020-06-27T00:00:00Z,27 June 2020,2.68,0.09,0,0,80,72,Yes,No,No,No,No,No,No,No,No,No
2020-06-28,2020-06-28T00:00:00Z,28 June 2020,2.24,0.11,0,0,90,70,Yes,Yes,No,No,No,No,No,No,No,No
2020-06-29,2020-06-29T00:00:00Z,29 June 2020,3.36,0.58,0,0,87,65,Yes,Yes,No,No,No,No,No,No,No,No
2020-06-30,2020-06-30T00:00:00Z,30 June 2020,3.13,0,0,0,80,67,No,Yes,No,No,No,No,No,No,No,No
2020-07-01,2020-07-01T00:00:00Z,01 July 2020,2.24,0.03,0,0,80,67,No,Yes,No,No,No,No,No,No,No,No
2020-07-02,2020-07-02T00:00:00Z,02 July 2020,3.36,0,0,0,92,68,No,No,No,No,No,No,No,No,No,No
2020-07-03,2020-07-03T00:00:00Z,03 July 2020,3.58,0.13,0,0,90,71,Yes,Yes,No,No,Yes,No,No,No,No,No
2020-07-04,2020-07-04T00:00:00Z,04 July 2020,4.47,0,0,0,87,68,Yes,No,No,No,Yes,No,No,No,No,No
2020-07-05,2020-07-05T00:00:00Z,05 July 2020,2.46,0,0,0,92,72,No,No,No,No,Yes,No,No,No,No,No
2020-07-06,2020-07-06T00:00:00Z,06 July 2020,2.91,0.54,0,0,96,70,Yes,Yes,No,No,No,No,No,No,No,No
2020-07-07,2020-07-07T00:00:00Z,07 July 2020,4.25,0,0,0,82,72,No,No,No,No,No,No,No,No,No,No
2020-07-08,2020-07-08T00:00:00Z,08 July 2020,2.46,0.02,0,0,83,75,Yes,No,No,No,No,No,No,No,No,No
2020-07-09,2020-07-09T00:00:00Z,09 July 2020,2.68,0,0,0,89,75,No,No,No,No,Yes,No,No,No,No,No
2020-07-10,2020-07-10T00:00:00Z,10 July 2020,7.16,2.54,0,0,77,73,Yes,No,No,No,No,No,No,No,No,No
2020-07-11,2020-07-11T00:00:00Z,11 July 2020,3.36,0.76,0,0,83,72,Yes,No,No,No,Yes,No,No,No,No,No
2020-07-12,2020-07-12T00:00:00Z,12 July 2020,4.92,0.04,0,0,87,71,Yes,No,No,No,No,No,No,No,No,No
2020-07-13,2020-07-13T00:00:00Z,13 July 2020,4.03,0.02,0,0,86,70,Yes,No,No,No,No,No,No,No,No,No
2020-07-14,2020-07-14T00:00:00Z,14 July 2020,4.7,0,0,0,85,70,No,No,No,No,No,No,No,No,No,No
2020-07-15,2020-07-15T00:00:00Z,15 July 2020,5.82,0,0,0,82,70,No,No,No,No,No,No,No,No,No,No
2020-07-16,2020-07-16T00:00:00Z,16 July 2020,3.8,0,0,0,78,69,No,No,No,No,No,No,No,No,No,No
2020-07-17,2020-07-17T00:00:00Z,17 July 2020,2.01,0.03,0,0,84,69,No,No,No,No,No,No,No,No,No,No
2020-07-18,2020-07-18T00:00:00Z,18 July 2020,1.34,0,0,0,91,72,Yes,No,No,No,No,No,No,No,No,No
2020-07-19,2020-07-19T00:00:00Z,19 July 2020,4.25,0,0,0,94,77,No,No,No,No,No,No,No,No,No,No
2020-07-20,2020-07-20T00:00:00Z,20 July 2020,3.8,0,0,0,93,81,No,No,No,No,No,No,No,No,No,No
2020-07-21,2020-07-21T00:00:00Z,21 July 2020,1.79,0,0,0,91,77,No,No,No,No,No,No,No,No,No,No
2020-07-22,2020-07-22T00:00:00Z,22 July 2020,2.91,1.42,0,0,92,72,Yes,Yes,No,No,No,No,No,No,No,No
2020-07-23,2020-07-23T00:00:00Z,23 July 2020,4.47,0,0,0,86,73,No,No,No,No,No,No,No,No,No,No
2020-07-24,2020-07-24T00:00:00Z,24 July 2020,3.13,0.19,0,0,80,72,Yes,Yes,No,No,Yes,No,No,No,No,No
2020-07-25,2020-07-25T00:00:00Z,25 July 2020,3.8,0,0,0,88,72,Yes,No,No,No,Yes,No,No,No,No,No
2020-07-26,2020-07-26T00:00:00Z,26 July 2020,5.37,0,0,0,92,77,No,No,No,No,No,No,No,No,No,No
2020-07-27,2020-07-27T00:00:00Z,27 July 2020,5.14,0,0,0,93,76,No,No,No,No,No,No,No,No,No,No
2020-07-28,2020-07-28T00:00:00Z,28 July 2020,4.7,0,0,0,93,80,No,No,No,No,No,No,No,No,No,No
2020-07-29,2020-07-29T00:00:00Z,29 July 2020,1.57,0,0,0,90,77,No,No,No,No,No,No,No,No,No,No
2020-07-30,2020-07-30T00:00:00Z,30 July 2020,2.91,0.08,0,0,92,74,Yes,No,No,No,No,No,No,No,No,No
2020-07-31,2020-07-31T00:00:00Z,31 July 2020,1.57,0.78,0,0,82,70,Yes,Yes,No,No,No,No,No,No,No,No
2020-08-01,2020-08-01T00:00:00Z,01 August 2020,2.24,0,0,0,88,71,No,No,No,No,No,No,No,No,No,No
2020-08-02,2020-08-02T00:00:00Z,02 August 2020,4.03,0,0,0,89,77,No,No,No,No,No,No,No,No,No,No
2020-08-03,2020-08-03T00:00:00Z,03 August 2020,4.47,0.54,0,0,88,70,Yes,Yes,No,No,No,No,No,No,No,No
2020-08-04,2020-08-04T00:00:00Z,04 August 2020,7.16,0.55,0,0,79,70,Yes,Yes,No,No,No,No,No,No,No,No
2020-08-05,2020-08-05T00:00:00Z,05 August 2020,4.25,0,0,0,86,73,No,No,No,No,No,No,No,No,No,No
2020-08-06,2020-08-06T00:00:00Z,06 August 2020,2.24,0,0,0,82,71,No,No,No,No,No,No,No,No,No,No
2020-08-07,2020-08-07T00:00:00Z,07 August 2020,4.03,0.46,0,0,81,66,Yes,Yes,No,No,No,No,No,No,No,No
2020-08-08,2020-08-08T00:00:00Z,08 August 2020,2.46,0,0,0,83,68,Yes,No,No,No,No,No,No,No,No,No
2020-08-09,2020-08-09T00:00:00Z,09 August 2020,3.58,0,0,0,87,72,Yes,No,No,No,Yes,No,No,No,No,No
2020-08-10,2020-08-10T00:00:00Z,10 August 2020,4.7,0,0,0,92,76,No,No,No,No,No,No,No,No,No,No
2020-08-11,2020-08-11T00:00:00Z,11 August 2020,3.36,0,0,0,88,78,Yes,No,No,No,No,No,No,No,No,No
2020-08-12,2020-08-12T00:00:00Z,12 August 2020,2.46,1.76,0,0,90,72,Yes,Yes,No,No,Yes,No,No,No,No,No
2020-08-13,2020-08-13T00:00:00Z,13 August 2020,2.01,0.24,0,0,79,72,Yes,Yes,No,No,No,No,No,No,No,No
2020-08-14,2020-08-14T00:00:00Z,14 August 2020,5.82,0,0,0,86,73,No,No,No,No,No,No,No,No,No,No
2020-08-15,2020-08-15T00:00:00Z,15 August 2020,6.26,0,0,0,84,71,No,No,No,No,No,No,No,No,No,No
2020-08-16,2020-08-16T00:00:00Z,16 August 2020,7.83,0.21,0,0,72,67,Yes,No,No,No,No,No,No,No,No,No
2020-08-17,2020-08-17T00:00:00Z,17 August 2020,2.46,0.14,0,0,81,64,Yes,Yes,No,No,No,No,No,No,No,No
2020-08-18,2020-08-18T00:00:00Z,18 August 2020,2.91,0.2,0,0,82,63,Yes,Yes,No,No,No,No,No,No,No,No
2020-08-19,2020-08-19T00:00:00Z,19 August 2020,3.13,0.14,0,0,75,66,Yes,Yes,No,No,No,No,No,No,No,No
2020-08-20,2020-08-20T00:00:00Z,20 August 2020,3.13,0,0,0,80,62,No,No,No,No,No,No,No,No,No,No
2020-08-21,2020-08-21T00:00:00Z,21 August 2020,6.04,0,0,0,83,68,No,No,No,No,No,No,No,No,No,No
2020-08-22,2020-08-22T00:00:00Z,22 August 2020,4.03,0,0,0,88,73,No,Yes,No,No,No,No,No,No,No,No
2020-08-23,2020-08-23T00:00:00Z,23 August 2020,2.46,0,0,0,86,74,No,No,No,No,No,No,No,No,No,No
2020-08-24,2020-08-24T00:00:00Z,24 August 2020,3.13,0,0,0,90,75,No,No,No,No,No,No,No,No,No,No
2020-08-25,2020-08-25T00:00:00Z,25 August 2020,5.59,0.36,0,0,89,71,Yes,Yes,No,No,No,No,No,No,No,No
2020-08-26,2020-08-26T00:00:00Z,26 August 2020,6.26,0,0,0,77,67,No,No,No,No,No,No,No,No,No,No
2020-08-27,2020-08-27T00:00:00Z,27 August 2020,3.58,0.42,0,0,90,66,Yes,Yes,No,No,No,No,No,No,No,No
2020-08-28,2020-08-28T00:00:00Z,28 August 2020,3.58,0,0,0,85,71,No,No,No,No,No,No,No,No,No,No
2020-08-29,2020-08-29T00:00:00Z,29 August 2020,4.25,0.01,0,0,81,72,Yes,No,No,No,No,No,No,No,No,No
2020-08-30,2020-08-30T00:00:00Z,30 August 2020,7.61,0,0,0,79,67,No,No,No,No,No,No,No,No,No,No
2020-08-31,2020-08-31T00:00:00Z,31 August 2020,3.36,0,0,0,77,63,No,No,No,No,No,No,No,No,No,No
2020-09-01,2020-09-01T00:00:00Z,01 September 2020,3.8,0.23,0,0,77,66,Yes,No,No,No,No,No,No,No,No,No
2020-09-02,2020-09-02T00:00:00Z,02 September 2020,2.91,0.14,0,0,79,69,Yes,No,No,No,No,No,No,No,No,No
2020-09-03,2020-09-03T00:00:00Z,03 September 2020,2.91,0.71,0,0,85,70,Yes,No,No,No,No,No,No,No,No,No
2020-09-04,2020-09-04T00:00:00Z,04 September 2020,4.47,0,0,0,85,69,Yes,No,No,No,No,No,No,No,No,No
2020-09-05,2020-09-05T00:00:00Z,05 September 2020,3.8,0,0,0,80,65,No,No,No,No,No,No,No,No,No,No
2020-09-06,2020-09-06T00:00:00Z,06 September 2020,3.58,0,0,0,82,66,No,No,No,No,No,No,No,No,No,No
2020-09-07,2020-09-07T00:00:00Z,07 September 2020,2.46,0,0,0,79,66,No,No,No,No,No,No,No,No,No,No
2020-09-08,2020-09-08T00:00:00Z,08 September 2020,2.01,0,0,0,84,68,No,No,No,No,No,No,No,No,No,No
2020-09-09,2020-09-09T00:00:00Z,09 September 2020,2.46,0,0,0,81,69,Yes,No,No,No,No,No,No,No,No,No
2020-09-10,2020-09-10T00:00:00Z,10 September 2020,2.68,1.2,0,0,82,73,Yes,No,No,No,No,No,No,No,No,No
2020-09-11,2020-09-11T00:00:00Z,11 September 2020,5.59,0,0,0,76,64,Yes,No,No,No,No,No,No,No,No,No
2020-09-12,2020-09-12T00:00:00Z,12 September 2020,5.37,0,0,0,74,61,No,No,No,No,No,No,No,No,No,No
2020-09-13,2020-09-13T00:00:00Z,13 September 2020,2.91,0,0,0,74,61,No,No,No,No,No,No,No,No,No,No
2020-09-14,2020-09-14T00:00:00Z,14 September 2020,4.92,0,0,0,75,59,No,No,No,No,No,No,No,No,No,No
2020-09-15,2020-09-15T00:00:00Z,15 September 2020,3.8,0,0,0,66,54,No,No,No,No,No,No,No,No,No,No
2020-09-16,2020-09-16T00:00:00Z,16 September 2020,2.68,0,0,0,71,56,No,No,No,No,No,No,No,No,No,No
2020-09-17,2020-09-17T00:00:00Z,17 September 2020,2.01,0,0,0,75,64,No,No,No,No,No,No,No,No,No,No
2020-09-18,2020-09-18T00:00:00Z,18 September 2020,8.28,0,0,0,70,55,No,No,No,No,No,No,No,No,No,No
2020-09-19,2020-09-19T00:00:00Z,19 September 2020,6.93,0,0,0,63,50,No,No,No,No,No,No,No,No,No,No
2020-09-20,2020-09-20T00:00:00Z,20 September 2020,6.49,0,0,0,65,50,No,No,No,No,No,No,No,No,No,No
2020-09-21,2020-09-21T00:00:00Z,21 September 2020,4.7,0,0,0,65,49,No,No,No,No,No,No,No,No,No,No
2020-09-22,2020-09-22T00:00:00Z,22 September 2020,3.8,0,0,0,71,48,No,No,No,No,No,No,No,No,No,No
2020-09-23,2020-09-23T00:00:00Z,23 September 2020,5.14,0,0,0,79,57,No,No,No,No,No,No,No,No,No,No
2020-09-24,2020-09-24T00:00:00Z,24 September 2020,2.68,0,0,0,75,62,No,No,No,No,No,No,No,No,No,No
2020-09-25,2020-09-25T00:00:00Z,25 September 2020,2.01,0,0,0,77,62,Yes,No,No,No,Yes,No,No,No,No,No
2020-09-26,2020-09-26T00:00:00Z,26 September 2020,2.91,0,0,0,74,65,No,No,No,No,Yes,No,No,No,No,No
2020-09-27,2020-09-27T00:00:00Z,27 September 2020,2.68,0.03,0,0,79,67,Yes,No,No,No,No,No,No,No,No,No
2020-09-28,2020-09-28T00:00:00Z,28 September 2020,2.91,0.02,0,0,77,69,Yes,No,No,No,No,No,No,No,No,No
2020-09-29,2020-09-29T00:00:00Z,29 September 2020,3.8,0.47,0,0,74,67,Yes,No,No,No,No,No,No,No,No,No
2020-09-30,2020-09-30T00:00:00Z,30 September 2020,6.26,1.14,0,0,71,60,Yes,No,No,No,No,No,No,No,No,No
2020-10-01,2020-10-01T00:00:00Z,01 October 2020,3.8,0,0,0,72,60,No,No,No,No,No,No,No,No,No,No
2020-10-02,2020-10-02T00:00:00Z,02 October 2020,3.8,0.04,0,0,65,53,Yes,No,No,No,No,No,No,No,No,No
2020-10-03,2020-10-03T00:00:00Z,03 October 2020,4.47,0,0,0,66,52,No,No,No,No,No,No,No,No,No,No
2020-10-04,2020-10-04T00:00:00Z,04 October 2020,4.03,0,0,0,67,51,No,No,No,No,No,No,No,No,No,No
2020-10-05,2020-10-05T00:00:00Z,05 October 2020,2.68,0,0,0,70,53,No,No,No,No,No,No,No,No,No,No
2020-10-06,2020-10-06T00:00:00Z,06 October 2020,3.13,0,0,0,69,57,No,No,No,No,No,No,No,No,No,No
2020-10-07,2020-10-07T00:00:00Z,07 October 2020,8.28,0.02,0,0,74,60,No,No,No,No,Yes,No,No,No,No,No
2020-10-08,2020-10-08T00:00:00Z,08 October 2020,7.83,0,0,0,64,53,No,No,No,No,No,No,No,No,No,No
2020-10-09,2020-10-09T00:00:00Z,09 October 2020,2.46,0,0,0,69,50,No,No,No,No,No,No,No,No,No,No
2020-10-10,2020-10-10T00:00:00Z,10 October 2020,6.04,0,0,0,71,58,No,No,No,No,No,No,No,No,No,No
2020-10-11,2020-10-11T00:00:00Z,11 October 2020,5.82,0,0,0,67,57,No,No,No,No,No,No,No,No,No,No
2020-10-12,2020-10-12T00:00:00Z,12 October 2020,8.72,0.96,0,0,57,49,Yes,No,No,No,No,No,No,No,No,No
2020-10-13,2020-10-13T00:00:00Z,13 October 2020,6.26,0.34,0,0,58,53,Yes,No,No,No,No,No,No,No,No,No
2020-10-14,2020-10-14T00:00:00Z,14 October 2020,4.25,0,0,0,67,50,No,No,No,No,No,No,No,No,No,No
2020-10-15,2020-10-15T00:00:00Z,15 October 2020,4.7,0,0,0,71,57,No,No,No,No,No,No,No,No,No,No
2020-10-16,2020-10-16T00:00:00Z,16 October 2020,4.47,1.36,0,0,66,47,Yes,No,No,No,No,No,No,No,No,No
2020-10-17,2020-10-17T00:00:00Z,17 October 2020,3.58,0.01,0,0,59,44,No,No,No,No,No,No,No,No,No,No
2020-10-18,2020-10-18T00:00:00Z,18 October 2020,3.8,0,0,0,62,46,No,No,No,No,No,No,No,No,No,No
2020-10-19,2020-10-19T00:00:00Z,19 October 2020,2.46,0,0,0,65,51,No,No,No,No,No,No,No,No,No,No
2020-10-20,2020-10-20T00:00:00Z,20 October 2020,1.57,0,0,0,71,57,Yes,No,No,No,No,No,No,No,No,No
2020-10-21,2020-10-21T00:00:00Z,21 October 2020,1.34,0,0,0,68,59,Yes,No,No,No,No,No,No,No,No,No
2020-10-22,2020-10-22T00:00:00Z,22 October 2020,0.89,0,0,0,68,64,Yes,No,No,No,Yes,No,No,No,No,No
2020-10-23,2020-10-23T00:00:00Z,23 October 2020,1.12,0,0,0,69,63,Yes,No,No,No,No,No,No,No,No,No
2020-10-24,2020-10-24T00:00:00Z,24 October 2020,4.47,0,0,0,69,48,No,No,No,No,No,No,No,No,No,No
2020-10-25,2020-10-25T00:00:00Z,25 October 2020,5.82,0.02,0,0,53,45,Yes,No,No,No,No,No,No,No,No,No
2020-10-26,2020-10-26T00:00:00Z,26 October 2020,4.03,0.02,0,0,59,51,Yes,No,No,No,No,No,No,No,No,No
2020-10-27,2020-10-27T00:00:00Z,27 October 2020,2.91,0,0,0,59,52,Yes,No,No,No,No,No,No,No,No,No
2020-10-28,2020-10-28T00:00:00Z,28 October 2020,2.68,0.11,0,0,57,52,Yes,No,No,No,No,No,No,No,No,No
2020-10-29,2020-10-29T00:00:00Z,29 October 2020,8.95,1.53,0,0,56,46,Yes,No,No,No,No,No,No,No,No,No
2020-10-30,2020-10-30T00:00:00Z,30 October 2020,7.61,0.64,0,0,47,37,Yes,No,No,No,No,No,No,No,No,No
2020-10-31,2020-10-31T00:00:00Z,31 October 2020,2.68,0,0,0,46,32,No,No,No,No,No,No,No,No,No,No
2020-11-01,2020-11-01T00:00:00Z,01 November 2020,5.82,0.4,0,0,55,43,Yes,No,No,No,No,No,No,No,No,No
2020-11-02,2020-11-02T00:00:00Z,02 November 2020,10.51,0,0,0,44,38,No,No,No,No,No,No,No,No,No,No
2020-11-03,2020-11-03T00:00:00Z,03 November 2020,8.72,0,0,0,53,40,No,No,No,No,No,No,No,No,No,No
2020-11-04,2020-11-04T00:00:00Z,04 November 2020,3.36,0,0,0,62,40,No,No,No,No,No,No,No,No,No,No
2020-11-05,2020-11-05T00:00:00Z,05 November 2020,4.03,0,0,0,67,52,Yes,No,No,No,No,No,No,No,No,No
2020-11-06,2020-11-06T00:00:00Z,06 November 2020,4.7,0,0,0,70,56,No,No,No,No,No,No,No,No,No,No
2020-11-07,2020-11-07T00:00:00Z,07 November 2020,3.58,0,0,0,74,56,No,No,No,No,No,No,No,No,No,No
